edition,series_type,series_name,date,time,title,speaker,speaker_title,institution,description,notes,speaker_bio
Winter/Spring 2025,thursday-series,Thursday Lecture Series: Innovative Research and Treatments Impacting Mental Health in the U.S.,2025-02-13,10:00 - 11:30 am,Mindfulness and MBSR as Integrative Treatment for Mental Health and Chronic Illnesses,Dr. Anup Bhandiwad,"Assistant professor and clinical provider, Department of Family Medicine – Integrative Medicine, Michigan Medicine",University of Michigan,"Mindfulness and Mindfulness-Based Stress Reduction (MBSR) have shown promise as integrative treatments for conditions like mental health disorders (eg. anxiety, depression, post-traumatic stress disorder) and chronic health issues including chronic pain. These techniques are designed to help individuals focus on the present moment with acceptance and non-judgment, which can alleviate stress, anxiety, and other emotional challenges that exacerbate both mental and physical health conditions. Dr. Bhandiwad will define and expand on the concept of mindfulness. He will discuss how mindfulness and MBSR are being used at the University of Michigan.",$12 Members | $20 Non-Members. In-person and streamed live on Zoom.,"Dr. Anup Bhandiwad graduated from the Wayne State School of Medicine in 2016. Currently, Dr. Bhandiwad is an assistant professor and clinical provider in the Department of Family Medicine – Integrative Medicine at Michigan Medicine. His clinical focuses include lifestyle medicine, patient-centered care, and management of chronic diseases. Within that, he has focused on mindfulness becoming a Level 1 Certified Mindfulness Based Stress Reduction (MBSR) instructor."
Winter/Spring 2025,special,Conversations,2025-02-18,11:00am - 12:30pm,Searching for Anti-Aging Drugs - Are We There Yet and Why Not?,Dr. Richard A. Miller,"Professor of Pathology; Director, UM Glenn Center for Biology of Aging",University of Michigan,"This interview will include a synopsis of research work on drugs that slow aging, discuss prospects for getting these to help improve human health, and test members of the audience for possible gerontologiphobia.",$12 Members | $20 Non-Members. In-person only.,"Rich Miller has worked on the biology of aging since 1982 and moved to Michigan in 1990. He is a Professor of Pathology and directs the UM Glenn Center for Biology of Aging. The lab has helped to discover mutations, diets, and drugs that slow aging in mice, and is trying to figure out how they work, towards the goal of finding drugs that can extend healthy lifespan in people."
Winter/Spring 2025,thursday-series,Thursday Lecture Series: Innovative Research and Treatments Impacting Mental Health in the U.S.,2025-02-20,10:00 - 11:30 am,Using Brain Imaging and Neuromodulation to Improve the Diagnostic and Treatment of Mental Health Disorders,Dr. Alex Iordan,"Assistant Professor, Department of Psychiatry",University of Michigan,"The lecture explores the potential of brain imaging and neuromodulation to enhance diagnosis and treatment of mental health disorders. Brain imaging techniques, such as fMRI and EEG, provide insights into neural activity patterns associated with mental health conditions. Neuromodulation methods, including transcranial electrical and magnetic stimulation, offer targeted interventions to alter dysfunctional brain circuits. Together, these tools hold promise for developing more personalized, precise approaches to mental health care.",$12 Members | $20 Non-Members. In-person and streamed live through Zoom.,"Professor Alexandru Iordan earned his Ph.D. in Neuroscience from the University of Illinois at Urbana-Champaign. He joined the University of Michigan in 2016 as a Postdoctoral Fellow, becoming an Assistant Research Scientist in 2020. His work focuses on cognitive neuroscience, aging, cognitive training, and network neuroscience. In 2020, he received an Alzheimer’s Association Research Fellowship. He is currently an Assistant Professor in the Department of Psychiatry at the University of Michigan."
Winter/Spring 2025,thursday-series,Thursday Lecture Series: Innovative Research and Treatments Impacting Mental Health in the U.S.,2025-02-27,10:00 - 11:30 am,Bridging the Mental Health Treatment Access Gap through Community Engagement and Technology,Prof. Addie Weaver,"Associate Professor, School of Social Work; Associate Director, Vivian A. and James L. Curtis Center for Health Equity",University of Michigan,"This presentation introduces an innovative approach for increasing access to mental health treatment in underserved, under-resourced communities by partnering with existing, preferred community resources and using technology to support service delivery. The presenter will describe an online depression treatment program delivered in rural churches that was developed and evaluated in Michigan with promising results. Discussion will focus on developing mental health service delivery models that are acceptable, accessible, and sustainable in underserved communities.",$12 Members | $20 Non-Members. In-person and streamed live through Zoom.,"Addie Weaver, PhD, is an Associate Professor at the University of Michigan School of Social Work and Associate Director of the Vivian A. and James L. Curtis Center for Health Equity. Dr. Weaver partners with communities and leverages technology to improve access to mental health treatment in underserved, under-resourced communities. Dr. Weaver leads projects evaluating delivery of tailored, entertaining, technology-assisted depression treatment in rural churches, WIC program, Head Start programs, and school settings."
Winter/Spring 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-03-11,10:00 - 11:30 am,Tax Follies,Prof. Joel Slemrod,"Paul McCracken Collegiate Professor of Business Economics and Public Policy, Ross Business School; David Bradford Distinguished University Professor, Economics Department",University of Michigan,"Governments have always struggled to tax in ways that are effective and tolerably fair. In this talk, Prof. Slemrod will provide a fun tour through preposterous and dramatic historical tax episodes, drawing lessons for today's contentious tax debates. He will argue that yesterday's tax systems have more in common with ours than we may think. Georgian England's window tax now seems quaint but was an ingenious way of judging wealth unobtrusively. And Tsar Peter the Great's tax on beards aimed to induce the nobility to shave, much like today's carbon taxes aim to slow global warming.","$12 Members | $20 Non-Members. Based on his book Rebellion, Rascals, and Revenue: Tax Follies and Wisdom through the Ages.","Joel Slemrod is the Paul McCracken Collegiate Professor of Business Economics and Public Policy at UM’s Ross Business School, and David Bradford Distinguished University Professor in UM’s Economics Department. He’s also Director of Ross’ Office of Tax Policy Research. Prof. Slemrod studies and writes about tax policy. He served as Senior Staff Economist in the President’s Council of Economic Advisers, and was a consultant to the U.S. Department of the Treasury, and other government agencies. Prof. Slemrod has received many awards for his research and teaching. His talk will be based on his new book, Rebellion, Rascals, and Revenue: Tax Follies and Wisdom through the Ages, published by Princeton University Press."
Winter/Spring 2025,thursday-series,Final Thursday Lecture Series: Celebrating the Beauty and Power of the Arts,2025-03-13,10:00 - 11:30am,Understanding Jazz,Professor Ken Prouty,,,"be live-streamed on Zoom. We highly encourage you to come in-person to WCC and watch the presentation as a group. Coffee and pastries will be served beginning at 9:00am. Please arrive no later than 9:45am to enjoy the refreshments, as food and beverages are limited and not permitted in the auditorium.

Jazz is a music that is full of paradoxes. It is “America’s Classical Music,” but has long been difficult to precisely define. It emerged primarily from African American communities but has been embraced by communities around the world. It is both an affirmation and critique of the American experience. In this lecture, we will examine these ideas, to gain a greater appreciation for the different and diverse ways that jazz can be understood and appreciated.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,"Ken Prouty is Professor of Musicology and Jazz Studies at Michigan State University. His work has appeared in numerous journals, and he is the author of two books, Knowing Jazz: Community, Pedagogy, and Canon in the Information Age, and Learning Jazz: Jazz Education, History, and Public Pedagogy, both from the University Press of Mississippi. He holds a Ph.D. (ethnomusicology) from the University of Pittsburgh, and an M.M. (jazz studies) from the University of North Texas."
Winter/Spring 2025,thursday-series,Final Thursday Lecture Series: Celebrating the Beauty and Power of the Arts,2025-03-20,10:00 - 11:30am,Actively Appreciating Theatre Arts,Professor Wallace Bridges,,,"also be live-streamed on Zoom. We highly encourage you to come in-person to WCC and watch the presentation as a group. Coffee and pastries will be served beginning at 9:00am. Please arrive no later than 9:45am to enjoy the refreshments, as food and beverages are limited and not permitted in the auditorium.

To appreciate a theatrical performance, I will explore the idea that we engage in theatrerelated activities often in our everyday lives and that they are natural human behaviors. Theatre taps into our desire to tell stories, express emotions, and connect through our behaviors. Audiences can absorb what the theatre offers by paying attention to themes and messages, character development and interaction, the actors’ delivery, stage design, sound, and lighting. Examples from select plays may be presented so the audience can experience some of the noted human behaviors. Audience members may actively participate by reading aloud dialogue from play scripts.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,"For three decades Professor Wallace Bridges has been teaching and directing theatre at EMU. He won the Fulbright U. S. Scholar award to teach and direct A Raisin in the Sun at the University of Ghana. Bridges is a member of Actors’ Equity Association and Screen Actors Guild-American Federation of Television and Radio Artists. He appears as Rudy in the film, No Sudden Move, and originated Johnny in the play, A Jukebox for the Algonquin."
Winter/Spring 2025,thursday-series,Final Thursday Lecture Series: Celebrating the Beauty and Power of the Arts,2025-03-27,10:00 - 11:30am,Learning to Love a Poem,Professor Linda Gregerson,,,"live-streamed on Zoom. We highly encourage you to come in-person to WCC and watch the presentation as a group. Coffee and pastries will be served beginning at 9:00am. Please arrive no later than 9:45am to enjoy the refreshments, as food and beverages are limited and not permitted in the auditorium.

What is it like to encounter a poem for the first time? What does the poem ask us to bring to this encounter? What can we ask of the poem? If the poem is not immediately transparent, where do we look for welcome? I plan to talk about the one indispensable part of the process: pleasure. Linda Gregerson’s seventh book of poetry, Canopy, was published by Ecco/HarperCollins in 2022. Her honors include awards and fellowships from the American Academy of Arts and Letters, the Poetry Society of America, the Modern Poetry Association, the Institute for Advanced Study, the National Humanities Center, the National Endowment for the Arts, the Guggenheim, Mellon, and Rockefeller Foundations. A fellow of the American Academy of Arts and Sciences and former Chancellor of the Academy of American Poets, Gregerson is a Distinguished University Professor at the University of Michigan. Linda Gregerson’s books are available for purchase at Literati Bookstore in Ann Arbor: Canopy (Ecco/HarperCollins, 2022) Prodigal (Mariner/Houghton Mifflin Harcourt, 2015)",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,
Winter/Spring 2025,special,Conversations,2025-03-28,10:00 - 11:30am,"Gods, Bots, and Beasts: Where is Our Moral Frontier?",Prof. Webb Keane,Socio-cultural and linguistic anthropologist,,"New technologies like AI and robots seem to pose utterly unfamiliar questions: if they interact with us like humans, can we also expect them to be moral? Should we feel ethical duties towards them in turn? In fact, the human record suggests some of these problems are quite old. Humans have long treated some non-humans as intelligent or even moral beings in all sorts of ways. What can we learn from this history? What insights into the challenges of new technology does the record offer us?",$12 Members | $20 Non-Members. In-person only. Bio does not state his current institution.,"Webb Keane is a socio-cultural and linguistic anthropologist, who has carried out extensive research in Southeast Asia and elsewhere. His books include Christian Moderns: Freedom and Fetish in the Mission Encounter and Ethical Life: Its Social and Natural Histories. His newest book, published in 2024, is Animals, Robots, Gods: Adventures in the Moral Imagination."
Winter/Spring 2025,thursday-series,Final Thursday Lecture Series: Celebrating the Beauty and Power of the Arts,2025-04-03,10:00 - 11:30am,Museum Education in the 21st Century,David Figiel,Manager of Gallery Teaching at the Detroit Institute of Arts,,"presenting in-person at WCC and will also be live-streamed on Zoom. We highly encourage you to come in-person to WCC and watch the presentation as a group. Coffee and pastries will be served beginning at 9:00am. Please arrive no later than 9:45am to enjoy the refreshments, as food and beverages are limited and not permitted in the auditorium.

Come learn how education in art museums has changed over the last 30 years. Demonstrating VTS (Visual Thinking Strategies) and other constructivist teaching models, David Figiel will discuss how art museums have become more visitor centered in order to remain relevant in the 21st century. David Figiel received a B.A. in Art History from Wayne State University and him M.A. in Art history from the University of Virginia. He has over 25 years of experience as a museum educator and has served in many roles at The MET Cloisters, the Brooklyn Museum, and the Museum of Fine Arts in Boston. David is passionate about gallery teaching and has worked with docents and gallery teachers for over 15 years. In his role as the Manager of Gallery Teaching at the DIA, David oversees a team of eleven gallery educators who lead tours for students.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,
Winter/Spring 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-04-08,10:00 - 11:30 am,"Is the Sun Setting on the West? Gaza, BRICS and Other Tipping Points",Prof. Saeed Kahn,"Associate Professor of Near East & Asian Studies and Global Studies; Director, Center for the Study of Citizenship",Wayne State University,"This lecture will explore whether Western reactions to the Gaza and Ukraine conflicts, along with the rise of the so-called BRICS nations (Brazil, Russia, India, China, South Africa, Iran, Egypt, Ethiopia and the UAE), signal a turning point in the preeminence of Western nations and the economic and political systems they have created and commandeered since World War II.",$12 Members | $20 Non-Members. Catalog header spells 'Kahn'; the bio spells 'Khan' (same speaker as the June 2023 Distinguished lecture).,"Saeed Khan is Associate Professor of Near East & Asian Studies and Global Studies at Wayne State University, where he is also Director of the Center for the Study of Citizenship. He is Co-founder and Senior Research Fellow at the Institute for Social Policy and Understanding in Washington, DC. He specializes in Middle Eastern and Islamic history, politics and culture, and global issues. For several years, Prof. Khan and Howard Lupovitch, Professor of History at Wayne State, have collaborated on talks and media interviews about the Israeli-Palestinian conflict. Prof. Kahn’s latest books include Global Studies: A Reader on Issues and Institutions and What’s Going On Here? US Experiences of Islamophobia Between Obama and Trump."
Winter/Spring 2025,special,Conversations,2025-04-15,10:00 - 11:30am,Epidemic Diseases and their Impact on Civilizations throughout History,"Prof. H. Kazanjian, MD, PhD","Professor and Chief, Division of Infectious Diseases; Professor, Department of History",University of Michigan,"From antiquity to today, epidemic diseases have devastated nations and their populations. Repeatedly, they have triggered broad ranging consequences for societies—in the economic, social, cultural, religious, and governmental realms. We will use selected epidemics throughout history to illustrate the extent of this epidemic impact and reveal how civilizations not only become vulnerable to epidemics, but also refractory to human efforts to eradicate them.",$12 Members | $20 Non-Members. In-person only. Bio gives full name Powel Kazanjian.,"Powel Kazanjian is an infectious diseases doctor and medical historian. He has degrees from the University of Pennsylvania, Harvard, Tufts, and at the University of Michigan, where he is Professor and Chief of the Division of Infectious Diseases and Professor in the Department of History. His medical background and historical training have provided a multidisciplinary approach to his teaching and scholarship. His courses on the “History of Epidemics” and “Sexually Transmitted Diseases” offer students a comprehensive lens to view the impact that infectious diseases have had on societies throughout history."
Winter/Spring 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-05-13,10:00 - 11:30 am,Managing Your Emotions So They Don't Manage You,Prof. Ethan Kross,"Professor, Psychology Department and Ross Business School; Director, Emotion & Self-Control Lab",University of Michigan,"This talk—based on Prof. Kross' recently published book—addresses the timeless question of how to manage our emotional lives. Whether it's anxiety about going to the doctor, boiling rage when we're stuck in traffic, or devastation after a painful break-up, we often face situations that send us emotionally spiraling. Are there ways to make our emotions work for us rather than against us? Based on recent research findings, this talk will dispel some common myths—e.g., that avoidance is always toxic or that we should always strive to live in the moment—and provide a framework and tools for shifting our emotions to help us be healthier and happier.",$12 Members | $20 Non-Members.,"Ethan Kross, Ph.D., is a Professor in UM’s Psychology Department and Ross Business School. He is the director of the Emotion & Self-Control Lab. His research examines how people can control their thoughts, feelings and behaviors to improve their lives, focusing on adult, child and clinical populations. His approach draws on multiple disciplines within psychology including social, personality, clinical, developmental, and neuroscience. Prof. Kross has authored numerous books, book chapters, and articles. His research has been reported in The New York Times, Wall Street Journal, New Yorker, Forbes, Time, and The Atlantic."
Fall 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-09-09,10:00 - 11:30 am,The Increasing Costs of Natural Disasters Fueled by Climate Change: Who Pays?,"Sharon M. Gourdji, Ph.D.","Environmental scientist; Associate Director, Modeling & Analytics",Moody's Corporation,"Climate change is increasing the frequency and intensity of natural disasters such as hurricanes, wildfires, droughts and flood events, and slower-moving disasters like sea level rise and land subsidence. Adapting to ongoing climate change is a costly endeavor. Some of these costs involve immediate disaster response, but longer-term investments are also needed to climate-proof homes and infrastructure like roads, bridges, water and waste systems and electricity and natural gas networks. These costs will be shared by federal, state, and local governments, but also the private sector, including our health systems and financial institutions, and the public at large. This lecture will discuss the extent of these costs in the U.S. and the longer-term battle to distribute them in a proactive, equitable and cost-effective way.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Dr. Sharon M. Gourdji is an environmental scientist with a background in economics, and expertise in climate change, agriculture, and natural disaster modeling. She was awarded a National Aeronautics and Space Administration (NASA) Earth System Science Fellowship during her Ph.D. studies at the University of Michigan. She has since led the Climate and Crop Modeling Group of the International Center for Tropical Agriculture (CIAT) in Cali, Colombia, and was previously an environmental engineer for the National Institute of Standards & Technology. She is currently Associate Director, Modeling & Analytics, of Moody’s Corporation."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-09-11,11 am - 12:30 pm,The Public Face of India's Religions,Prof. Elaine M. Fisher,"Associate Professor of Hinduism, Department of Religious Studies",Stanford University,"India, like the United States, is generally considered a secular democratic nation. And yet, religion in India has been and remains a publicly tangible phenomenon, shaped by vividly sensory performances that enliven public urban space. To understand how religion manifests in cultural life in India today, and to understand how religious conflict can contribute to political controversy, we need to look more closely at how Indian religions are situated in public space and public discourse.",$15 Member | $25 Non-Member. Zoom only. NEW TIME.,"Elaine M. Fisher is Associate Professor of Hinduism in the Department of Religious Studies at Stanford University. She holds an MA from the University of Chicago Divinity School and a PhD from Columbia University. Her first book, Hindu Pluralism: Religion in the Public Sphere in Early Modern South India, rethinks the origins of sectarianism in Hindu traditions to shed new light on the place of religion in public space and discourse in early modern India."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-09-18,10:00 - 11:30 am,What to Expect for US-India Relations in Trump 2.0: Convergences and Complications,Michael D. Kugelman,Leading specialist on South Asia; founding director of the South Asia Institute at the Wilson Center (2022-2025),,This talk will focus on the likely trajectory of US-India ties in the second Trump administration. It will take stock of the relationship over the administration's first nine months and highlight likely areas of cooperation along with challenges moving forward. It will also identify some factors that could impact the trajectory of the relationship over the next few years.,$15 Member | $25 Non-Member. Zoom only. Bio lists only his former Wilson Center roles (through 2025); current institution not stated.,"Michael D. Kugelman is a leading specialist on South Asia, with expertise on India, Pakistan, Bangladesh, and Afghanistan. He was founding director of the South Asia Institute at the Wilson Center from 2022 to 2025, and he managed the Center’s South Asia portfolio from 2007 to 2025."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-09-25,10:00 - 11:30 am,Overview of Business and Economics in India,Prof. Aneel Karnani,"Faculty member, Strategy group, Ross School of Business",University of Michigan,"Since Independence in 1947, India's record of economic growth has not been great, but it has been getting better in recent years; we will discuss the positives and the negative factors affecting India's future prospects. We will highlight some of the contrasts in India: high income inequality, world class companies and a large informal sector, some highly educated and talented people and significant illiteracy, Corporate Social Responsibility (CSR) is mandatory by law and widespread irresponsibility.",$15 Members | $25 Non-Members. In-person and streamed live on Zoom.,"Professor Aneel Karnani is a faculty member of the Strategy group at the Ross School of Business, The University of Michigan. Professor Karnani’s interests are focused on three topics: strategies for growth, global competition, and the role of business in society. His recent research has focused on how society can strike the appropriate balance between private profits and public welfare in tackling major societal challenges. Karnani is the author of the book Fighting Poverty Together."
Fall 2025,special,Conversations,2025-09-30,10:00 - 11:30 am,The Future of Education: What will Pre-k through 12 learning look like in 2050?,"Elizabeth Birr Moje, Ph.D.","Dean, Marsal Family School of Education; George Herbert Mead Collegiate Professor and Arthur F. Thurnau Professor",University of Michigan,"In 2050, what will classrooms look like? How will students learn, and teachers teach? Join us for a captivating interview with the esteemed Dean of the University of Michigan's Marsal Family School of Education as we explore the radical transformations awaiting curriculum design, instruction, and learning environments. Discover how learning sciences, technologies, and engaged communities will reshape education. Don't miss this essential glimpse into the future of pre-K-12 education.",$15 Member | $25 Non-Member. In-person only.,"Dean Elizabeth Birr Moje, a leading voice in education, and the George Herbert Mead Collegiate Professor and Arthur F. Thurnau Professor at the University of Michigan’s Marsal Family School of Education. She was recognized by Crain’s Detroit as a Notable Leader in Higher Education in 2023. With 5 books and numerous journal articles, she studies literacy and learning. Dean Moje champions innovative programs like the Marygrove Learning Community: Detroit P-20 Partnership, a cradle-to-career public education system in northwest Detroit."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-10-09,10:00 - 11:30 am,Making Sense of India's Political Landscape,Prof. Adam Ziegfeld,Associate Professor of Political Science,Temple University,"In India's 2024 national election, more than 30 political parties won seats in the country's parliament, and today 15 different parties lead state-level governments. At the same time, India's governing party, the Bharatiya Janata Party (BJP), is often described as the country's dominant political party. This presentation explains how we can make sense of a political landscape that is simultaneously dominated by one party and among the world's most fragmented.",$15 Member | $25 Non-Member. Zoom only.,"Adam Ziegfeld is an Associate Professor of Political Science at Temple University. He is the author of the 2016 book Why Regional Parties? Clientelism, Elites, and the Indian Party System, published by Cambridge University Press. In addition, he has published numerous journal articles on a range of topics related to elections in India. He received his PhD in Political Science from MIT."
Fall 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-10-14,10:00 - 11:30am,Growing Up in the Real River City,Dr. Penelope (Penny) Fischer,"Professional flutist and college music educator; principal flutist emeritus, Ann Arbor Symphony Orchestra and Detroit Chamber Winds and Strings",,"Dr. Fischer grew up in the real River City – Mason City, Iowa – the hometown that inspired The Music Man, the Broadway hit by Meredith Willson who also grew up there. Mr. Willson wrote the script, lyrics, and music of The Music Man, which became one of the five longest running musicals in Broadway history and won several prestigious awards. Fischer will talk about the actual places and events that gave Mr. Willson many of the ideas for the musical, and how they differ from what was depicted in the Broadway show and movie. Although two generations apart, Meredith and Penny, both flutists, knew each other and played together. She will also talk about Willson's stellar career in Sousa's Band and the NY Philharmonic, as music director on national radio shows, and composer for Hollywood movies.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom. Sponsorship: United Health Care Government Programs.,"Dr. Penelope (Penny) Fischer is a professional flutist and college music educator. She is principal flutist emeritus of the Ann Arbor Symphony Orchestra and the Detroit Chamber Winds and Strings. She has taught flute and chamber music at several universities including George Washington University, University of Michigan, Eastern Michigan University, and Interlochen. She can be heard on recordings on the Naxos, CRI, Crystal, and Koch labels. She has performed in Portugal, Spain, France, Belgium, Germany, Austria, Russia, Japan, and China and around the US, and is winner of several professional competitions."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-10-16,10:00 - 11:30 am,"Sight, Sound, and Scent: Collecting and Presenting South Asian Art at the Detroit Institute of Arts",Katherine Kasdorf,Curator for Arts of Asia and the Islamic World,Detroit Institute of Arts,"In recent years, the Detroit Institute of Arts has seen a renewed focus on art from the Indian subcontinent. In this lecture, DIA curator Katherine Kasdorf will discuss the museum's multisensory presentation of South Asian art in the permanent-collection galleries; recent acquisitions; and an upcoming exhibition that will bring together a group of now-dispersed goddess sculptures from Tamil Nadu (southeastern India), exploring their many transformations over a 1000-year history.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom. Followed by the India Unveiled luncheon.,"Katherine Kasdorf is a Curator for Arts of Asia and the Islamic World at the Detroit Institute of Arts. She curated The Art of Dining: Food Culture in the Islamic World (2024–25, adapted from the Los Angeles County Museum of Art) and co-led the reinstallation of the DIA’s Asian art collection (2017–18). She holds a Ph.D. in South Asian art history from Columbia University and previously held a Wieler-Mellon Postdoctoral Curatorial Fellowship at the Walters Art Museum, Baltimore."
Fall 2025,special,Conversations,2025-10-21,10:00 - 11:30 am,"The Thucydides Trap: How 2,500-Year-Old Greek Wisdom Could Save America and China from War","James Morrow, Ph.D.",Distinguished political scientist; member of the American Academy of Arts and Sciences; former president of the Peace Science Society,,"In this riveting interview, we will delve into history's deadliest pattern - The Thucydides Trap. Beginning with Athens and Sparta, hear how 12 of 16 historical superpower transitions erupted in devastating conflict. We'll ask renowned political scientist James Morrow whether humanity stands at the edge of a catastrophe. As China's meteoric rise challenges American hegemony, ancient patterns documented by Thucydides 2,500 years ago suggest a collision course towards conflict. Can diplomatic maneuvers and economic interdependence overcome the gravitational pull of great power competition, or have we already crossed the threshold where historical forces make confrontation inevitable. The stakes couldn't be higher - peace in our time or tragedy of another unnecessary war.",$15 Member | $25 Non-Member. In-person only. Bio does not state his current institution.,"Distinguished political scientist, James Morrow, Ph.D. brings exceptional credentials to this exploration of the Thucydides Trap. A member of the American Academy of Arts and Sciences and Karl Deutsch award recipient, Morrow has authored three influential books and over 60 scholarly publications on power transitions, crisis bargaining and war causation. Having served as president of the Peace Science Society and on the National Science Foundation Advisory Panel, his pioneering application of game theory to international relations provides viewers with authoritative insights into whether US-China competition is destined for catastrophic conflict."
Fall 2025,thursday-series,Thursday Lecture Series: Does the United States Have a Health Care System?,2025-10-23,10:00 - 11:30 am,Challenges facing the U.S. Health Care System: How Did We Get Here and Where are We Going?,Prof. Sarah Miller,"Associate professor, Ross School of Business",University of Michigan,"The U.S. spends substantially more per capita on health care than other wealthy nations while faring poorly on outcomes like longevity and infant mortality. This talk examines how the last 30 years of government policies--such as anti-trust enforcement and the Affordable Care Act--have shaped hospital and insurance markets and public health. Dr. Miller will also discuss what's ahead, and how our current policy choices stand to alter the system of health care in the United States over the next decade.",$15 Member | $25 Non-Member. In-person and streamed live on Zoom.,"Sarah Miller is an associate professor at the Ross School of Business at the University of Michigan. She received a Ph.D. in Economics from the University of Illinois at Urbana-Champaign in 2012. Dr. Miller’s research interests are in health economics and the short-term and long-term effects of public policies that expand health insurance coverage, and in the effects of income on health and well-being. In 2022, Dr. Miller was awarded the ASHEcon Medal, given by the American Society of Health Economists to an economist aged 40 or younger who has made the most significant contributions to the field of health economics. She is also a co-editor for the Journal of Public Economics. Her work has been published in the American Economic Review, the Quarterly Journal of Economics, the New England Journal of Medicine, American Economic Journal: Economic Policy, the Journal of Public Economics, and the Review of Economics and Statistics, among other journals, and has been cited in outlets such as the New York Times, Wall Street Journal, the Washington Post, and the Economic Report of the President."
Fall 2025,thursday-series,Thursday Lecture Series: Does the United States Have a Health Care System?,2025-10-30,10:00 - 11:30 am,Issues in Child Health Policy: Putting it in Perspective,Dr. Gary Freed,Over 30 years in children's health services research; founded the first pediatric health services research centers in the U.S. and Australia,,"There has been, and will continue to be, tremendous change and turmoil in the U.S. healthcare system. Understanding these changes and how they impact children's health in America and other nations will be the focus of this presentation.",$15 Member | $25 Non-Member. In-person and streamed live on Zoom. Bio does not state his current institution.,"Dr. Freed has over 30 years of experience in children’s health services research. He founded the first pediatric health services research centers in the U.S. and Australia. He has been the principal investigator of numerous grants on child health policy and health economics, immunizations, healthcare quality measurement, health inequities, physician behavior and the medical workforce. He is past president of the Society for Pediatric Research, the largest research society in child health, and past chair of the U.S. National Vaccine Advisory Committee."
Fall 2025,thursday-series,Thursday Lecture Series: Does the United States Have a Health Care System?,2025-11-06,10:00 - 11:30 am,Primary Care in the U.S. Healthcare System – Challenges and Opportunities,"Julie Phillips, MD, MPH","Professor and Chair of Family Medicine, College of Human Medicine",Michigan State University,"Primary care is the foundation of a high-functioning health system—yet in the U.S., it faces growing strain. This presentation will explore the evidence behind primary care's value, examine how current policies and events are shaping its future, and highlight emerging models of innovation. Attendees will gain a clearer understanding of primary care's critical role and leave better equipped to navigate both primary and specialty care within the evolving U.S. healthcare landscape.",$15 Member | $25 Non-Member. In-person and streamed live on Zoom.,"Julie Phillips, MD, MPH (she/hers) is Professor and Chair of Family Medicine at Michigan State University College of Human Medicine. She leads a statewide department focused on community-engaged education, care, and research. A national leader in medical education research, Dr. Phillips’ interests include primary care workforce development, narrative medicine, and size-inclusive care. She practices Family Medicine in East Lansing, Michigan."
Fall 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-11-11,10:00 - 11:30am,What Does Putin Want?,Prof. Ronald Suny,William Sewell Distinguished University Professor Emeritus of History; Professor Emeritus of Political Science,University of Michigan,"Everyone has ideas about who Vladimir Putin is and what he wants. As a long-time researcher, analyst, and teacher of Soviet and Russian history and politics, Prof. Suny will discuss the various ways Putin is imagined, and provide his interpretation of the Russian president's views and policies, particularly as regards the war in Ukraine.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Ronald G. Suny, Ph.D. is the William Sewell Distinguished University Professor Emeritus of History and Professor Emeritus of Political Science at the University of Michigan, and Emeritus Professor of Political Science and History at the University of Chicago. His research has centered on Russia and the former Soviet Union, including the non-Russian nationalities of the Russian Empire. He has authored numerous scholarly books and articles. Professor Suny has twice been a fellow at the Center for Advanced Study in the Behavioral Sciences at Stanford University and has received both a National Endowment for the Humanities Grant and a John Simon Guggenheim Memorial Fellowship."
