edition,series_type,series_name,date,time,title,speaker,speaker_title,institution,description,notes,speaker_bio
Winter/Spring 2025,special,Conversations,2025-03-28,10:00 - 11:30am,"Gods, Bots, and Beasts: Where is Our Moral Frontier?",Prof. Webb Keane,Socio-cultural and linguistic anthropologist,,"New technologies like AI and robots seem to pose utterly unfamiliar questions: if they interact with us like humans, can we also expect them to be moral? Should we feel ethical duties towards them in turn? In fact, the human record suggests some of these problems are quite old. Humans have long treated some non-humans as intelligent or even moral beings in all sorts of ways. What can we learn from this history? What insights into the challenges of new technology does the record offer us?",$12 Members | $20 Non-Members. In-person only. Bio does not state his current institution.,"Webb Keane is a socio-cultural and linguistic anthropologist, who has carried out extensive research in Southeast Asia and elsewhere. His books include Christian Moderns: Freedom and Fetish in the Mission Encounter and Ethical Life: Its Social and Natural Histories. His newest book, published in 2024, is Animals, Robots, Gods: Adventures in the Moral Imagination."
Winter/Spring 2025,special,Conversations,2025-04-15,10:00 - 11:30am,Epidemic Diseases and their Impact on Civilizations throughout History,"Prof. H. Kazanjian, MD, PhD","Professor and Chief, Division of Infectious Diseases; Professor, Department of History",University of Michigan,"From antiquity to today, epidemic diseases have devastated nations and their populations. Repeatedly, they have triggered broad ranging consequences for societies—in the economic, social, cultural, religious, and governmental realms. We will use selected epidemics throughout history to illustrate the extent of this epidemic impact and reveal how civilizations not only become vulnerable to epidemics, but also refractory to human efforts to eradicate them.",$12 Members | $20 Non-Members. In-person only. Bio gives full name Powel Kazanjian.,"Powel Kazanjian is an infectious diseases doctor and medical historian. He has degrees from the University of Pennsylvania, Harvard, Tufts, and at the University of Michigan, where he is Professor and Chief of the Division of Infectious Diseases and Professor in the Department of History. His medical background and historical training have provided a multidisciplinary approach to his teaching and scholarship. His courses on the “History of Epidemics” and “Sexually Transmitted Diseases” offer students a comprehensive lens to view the impact that infectious diseases have had on societies throughout history."
Fall 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-09-09,10:00 - 11:30 am,The Increasing Costs of Natural Disasters Fueled by Climate Change: Who Pays?,"Sharon M. Gourdji, Ph.D.","Environmental scientist; Associate Director, Modeling & Analytics",Moody's Corporation,"Climate change is increasing the frequency and intensity of natural disasters such as hurricanes, wildfires, droughts and flood events, and slower-moving disasters like sea level rise and land subsidence. Adapting to ongoing climate change is a costly endeavor. Some of these costs involve immediate disaster response, but longer-term investments are also needed to climate-proof homes and infrastructure like roads, bridges, water and waste systems and electricity and natural gas networks. These costs will be shared by federal, state, and local governments, but also the private sector, including our health systems and financial institutions, and the public at large. This lecture will discuss the extent of these costs in the U.S. and the longer-term battle to distribute them in a proactive, equitable and cost-effective way.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Dr. Sharon M. Gourdji is an environmental scientist with a background in economics, and expertise in climate change, agriculture, and natural disaster modeling. She was awarded a National Aeronautics and Space Administration (NASA) Earth System Science Fellowship during her Ph.D. studies at the University of Michigan. She has since led the Climate and Crop Modeling Group of the International Center for Tropical Agriculture (CIAT) in Cali, Colombia, and was previously an environmental engineer for the National Institute of Standards & Technology. She is currently Associate Director, Modeling & Analytics, of Moody’s Corporation."
Fall 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-10-14,10:00 - 11:30am,Growing Up in the Real River City,Dr. Penelope (Penny) Fischer,"Professional flutist and college music educator; principal flutist emeritus, Ann Arbor Symphony Orchestra and Detroit Chamber Winds and Strings",,"Dr. Fischer grew up in the real River City – Mason City, Iowa – the hometown that inspired The Music Man, the Broadway hit by Meredith Willson who also grew up there. Mr. Willson wrote the script, lyrics, and music of The Music Man, which became one of the five longest running musicals in Broadway history and won several prestigious awards. Fischer will talk about the actual places and events that gave Mr. Willson many of the ideas for the musical, and how they differ from what was depicted in the Broadway show and movie. Although two generations apart, Meredith and Penny, both flutists, knew each other and played together. She will also talk about Willson's stellar career in Sousa's Band and the NY Philharmonic, as music director on national radio shows, and composer for Hollywood movies.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom. Sponsorship: United Health Care Government Programs.,"Dr. Penelope (Penny) Fischer is a professional flutist and college music educator. She is principal flutist emeritus of the Ann Arbor Symphony Orchestra and the Detroit Chamber Winds and Strings. She has taught flute and chamber music at several universities including George Washington University, University of Michigan, Eastern Michigan University, and Interlochen. She can be heard on recordings on the Naxos, CRI, Crystal, and Koch labels. She has performed in Portugal, Spain, France, Belgium, Germany, Austria, Russia, Japan, and China and around the US, and is winner of several professional competitions."
Fall 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-11-11,10:00 - 11:30am,What Does Putin Want?,Prof. Ronald Suny,William Sewell Distinguished University Professor Emeritus of History; Professor Emeritus of Political Science,University of Michigan,"Everyone has ideas about who Vladimir Putin is and what he wants. As a long-time researcher, analyst, and teacher of Soviet and Russian history and politics, Prof. Suny will discuss the various ways Putin is imagined, and provide his interpretation of the Russian president's views and policies, particularly as regards the war in Ukraine.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Ronald G. Suny, Ph.D. is the William Sewell Distinguished University Professor Emeritus of History and Professor Emeritus of Political Science at the University of Michigan, and Emeritus Professor of Political Science and History at the University of Chicago. His research has centered on Russia and the former Soviet Union, including the non-Russian nationalities of the Russian Empire. He has authored numerous scholarly books and articles. Professor Suny has twice been a fellow at the Center for Advanced Study in the Behavioral Sciences at Stanford University and has received both a National Endowment for the Humanities Grant and a John Simon Guggenheim Memorial Fellowship."
Fall 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-12-09,10:00 - 11:30 am,"""Miles to Go Before We Sleep"": Cutting Edge Treatments and Technologies in Sleep Health",Prof. Cathy Goldstein,"M.D.; Professor of Neurology, Sleep Disorders Center",University of Michigan,"Prof. Goldstein will present the latest research findings on treating insomnia, obstructive sleep apnea, restless legs syndrome, and circadian rhythm sleep-wake disorders.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom. Sponsorship: University of Michigan Health Victors Care.,"Cathy Goldstein, M.D is Professor of Neurology at the University of Michigan Sleep Disorders Center, and faculty lead at UM’s Eisenberg Depression Center Mobile Technologies Core and the UM Mobile Technology Research Innovation Collaborative (MeTRIC). Professor Goldstein’s research uses sleep tracking devices and mathematical modeling to assess sleep patterns and circadian rhythms to determine their role in health and disease (including women’s reproductive health, multiple sclerosis, and gastrointestinal conditions). Her international expertise in sleep tracking technology is highlighted by her role as a lead author of the ‘State of the Science and Recommendations for Using Wearable Technology in Sleep and Circadian Research’ from the Sleep Research Society, and as a member of the task force on Consumer Sleep Tracker Guidelines of the World Sleep Society."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-09-11,11 am - 12:30 pm,The Public Face of India's Religions,Prof. Elaine M. Fisher,"Associate Professor of Hinduism, Department of Religious Studies",Stanford University,"India, like the United States, is generally considered a secular democratic nation. And yet, religion in India has been and remains a publicly tangible phenomenon, shaped by vividly sensory performances that enliven public urban space. To understand how religion manifests in cultural life in India today, and to understand how religious conflict can contribute to political controversy, we need to look more closely at how Indian religions are situated in public space and public discourse.",$15 Member | $25 Non-Member. Zoom only. NEW TIME.,"Elaine M. Fisher is Associate Professor of Hinduism in the Department of Religious Studies at Stanford University. She holds an MA from the University of Chicago Divinity School and a PhD from Columbia University. Her first book, Hindu Pluralism: Religion in the Public Sphere in Early Modern South India, rethinks the origins of sectarianism in Hindu traditions to shed new light on the place of religion in public space and discourse in early modern India."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-09-18,10:00 - 11:30 am,What to Expect for US-India Relations in Trump 2.0: Convergences and Complications,Michael D. Kugelman,Leading specialist on South Asia; founding director of the South Asia Institute at the Wilson Center (2022-2025),,This talk will focus on the likely trajectory of US-India ties in the second Trump administration. It will take stock of the relationship over the administration's first nine months and highlight likely areas of cooperation along with challenges moving forward. It will also identify some factors that could impact the trajectory of the relationship over the next few years.,$15 Member | $25 Non-Member. Zoom only. Bio lists only his former Wilson Center roles (through 2025); current institution not stated.,"Michael D. Kugelman is a leading specialist on South Asia, with expertise on India, Pakistan, Bangladesh, and Afghanistan. He was founding director of the South Asia Institute at the Wilson Center from 2022 to 2025, and he managed the Center’s South Asia portfolio from 2007 to 2025."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-09-25,10:00 - 11:30 am,Overview of Business and Economics in India,Prof. Aneel Karnani,"Faculty member, Strategy group, Ross School of Business",University of Michigan,"Since Independence in 1947, India's record of economic growth has not been great, but it has been getting better in recent years; we will discuss the positives and the negative factors affecting India's future prospects. We will highlight some of the contrasts in India: high income inequality, world class companies and a large informal sector, some highly educated and talented people and significant illiteracy, Corporate Social Responsibility (CSR) is mandatory by law and widespread irresponsibility.",$15 Members | $25 Non-Members. In-person and streamed live on Zoom.,"Professor Aneel Karnani is a faculty member of the Strategy group at the Ross School of Business, The University of Michigan. Professor Karnani’s interests are focused on three topics: strategies for growth, global competition, and the role of business in society. His recent research has focused on how society can strike the appropriate balance between private profits and public welfare in tackling major societal challenges. Karnani is the author of the book Fighting Poverty Together."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-10-09,10:00 - 11:30 am,Making Sense of India's Political Landscape,Prof. Adam Ziegfeld,Associate Professor of Political Science,Temple University,"In India's 2024 national election, more than 30 political parties won seats in the country's parliament, and today 15 different parties lead state-level governments. At the same time, India's governing party, the Bharatiya Janata Party (BJP), is often described as the country's dominant political party. This presentation explains how we can make sense of a political landscape that is simultaneously dominated by one party and among the world's most fragmented.",$15 Member | $25 Non-Member. Zoom only.,"Adam Ziegfeld is an Associate Professor of Political Science at Temple University. He is the author of the 2016 book Why Regional Parties? Clientelism, Elites, and the Indian Party System, published by Cambridge University Press. In addition, he has published numerous journal articles on a range of topics related to elections in India. He received his PhD in Political Science from MIT."
Fall 2025,thursday-series,Thursday Lecture Series: India Unveiled,2025-10-16,10:00 - 11:30 am,"Sight, Sound, and Scent: Collecting and Presenting South Asian Art at the Detroit Institute of Arts",Katherine Kasdorf,Curator for Arts of Asia and the Islamic World,Detroit Institute of Arts,"In recent years, the Detroit Institute of Arts has seen a renewed focus on art from the Indian subcontinent. In this lecture, DIA curator Katherine Kasdorf will discuss the museum's multisensory presentation of South Asian art in the permanent-collection galleries; recent acquisitions; and an upcoming exhibition that will bring together a group of now-dispersed goddess sculptures from Tamil Nadu (southeastern India), exploring their many transformations over a 1000-year history.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom. Followed by the India Unveiled luncheon.,"Katherine Kasdorf is a Curator for Arts of Asia and the Islamic World at the Detroit Institute of Arts. She curated The Art of Dining: Food Culture in the Islamic World (2024–25, adapted from the Los Angeles County Museum of Art) and co-led the reinstallation of the DIA’s Asian art collection (2017–18). She holds a Ph.D. in South Asian art history from Columbia University and previously held a Wieler-Mellon Postdoctoral Curatorial Fellowship at the Walters Art Museum, Baltimore."
Fall 2025,thursday-series,Thursday Lecture Series: Does the United States Have a Health Care System?,2025-10-23,10:00 - 11:30 am,Challenges facing the U.S. Health Care System: How Did We Get Here and Where are We Going?,Prof. Sarah Miller,"Associate professor, Ross School of Business",University of Michigan,"The U.S. spends substantially more per capita on health care than other wealthy nations while faring poorly on outcomes like longevity and infant mortality. This talk examines how the last 30 years of government policies--such as anti-trust enforcement and the Affordable Care Act--have shaped hospital and insurance markets and public health. Dr. Miller will also discuss what's ahead, and how our current policy choices stand to alter the system of health care in the United States over the next decade.",$15 Member | $25 Non-Member. In-person and streamed live on Zoom.,"Sarah Miller is an associate professor at the Ross School of Business at the University of Michigan. She received a Ph.D. in Economics from the University of Illinois at Urbana-Champaign in 2012. Dr. Miller’s research interests are in health economics and the short-term and long-term effects of public policies that expand health insurance coverage, and in the effects of income on health and well-being. In 2022, Dr. Miller was awarded the ASHEcon Medal, given by the American Society of Health Economists to an economist aged 40 or younger who has made the most significant contributions to the field of health economics. She is also a co-editor for the Journal of Public Economics. Her work has been published in the American Economic Review, the Quarterly Journal of Economics, the New England Journal of Medicine, American Economic Journal: Economic Policy, the Journal of Public Economics, and the Review of Economics and Statistics, among other journals, and has been cited in outlets such as the New York Times, Wall Street Journal, the Washington Post, and the Economic Report of the President."
Fall 2025,thursday-series,Thursday Lecture Series: Does the United States Have a Health Care System?,2025-10-30,10:00 - 11:30 am,Issues in Child Health Policy: Putting it in Perspective,Dr. Gary Freed,Over 30 years in children's health services research; founded the first pediatric health services research centers in the U.S. and Australia,,"There has been, and will continue to be, tremendous change and turmoil in the U.S. healthcare system. Understanding these changes and how they impact children's health in America and other nations will be the focus of this presentation.",$15 Member | $25 Non-Member. In-person and streamed live on Zoom. Bio does not state his current institution.,"Dr. Freed has over 30 years of experience in children’s health services research. He founded the first pediatric health services research centers in the U.S. and Australia. He has been the principal investigator of numerous grants on child health policy and health economics, immunizations, healthcare quality measurement, health inequities, physician behavior and the medical workforce. He is past president of the Society for Pediatric Research, the largest research society in child health, and past chair of the U.S. National Vaccine Advisory Committee."
Fall 2025,thursday-series,Thursday Lecture Series: Does the United States Have a Health Care System?,2025-11-06,10:00 - 11:30 am,Primary Care in the U.S. Healthcare System – Challenges and Opportunities,"Julie Phillips, MD, MPH","Professor and Chair of Family Medicine, College of Human Medicine",Michigan State University,"Primary care is the foundation of a high-functioning health system—yet in the U.S., it faces growing strain. This presentation will explore the evidence behind primary care's value, examine how current policies and events are shaping its future, and highlight emerging models of innovation. Attendees will gain a clearer understanding of primary care's critical role and leave better equipped to navigate both primary and specialty care within the evolving U.S. healthcare landscape.",$15 Member | $25 Non-Member. In-person and streamed live on Zoom.,"Julie Phillips, MD, MPH (she/hers) is Professor and Chair of Family Medicine at Michigan State University College of Human Medicine. She leads a statewide department focused on community-engaged education, care, and research. A national leader in medical education research, Dr. Phillips’ interests include primary care workforce development, narrative medicine, and size-inclusive care. She practices Family Medicine in East Lansing, Michigan."
Fall 2025,thursday-series,Thursday Lecture Series: Does the United States Have a Health Care System?,2025-11-13,10:00 - 11:30 am,The Affordable Care Act at 15: What Has It Accomplished & What Lies Ahead?,"John Z. Ayanian, MD, MPP","Inaugural Director, U-M Institute for Healthcare Policy and Innovation",University of Michigan,"This presentation will review how the Affordable Care Act (ACA) has evolved since 2010, presenting how it has influenced coverage, access, and health outcomes with a focus on Medicaid expansion in Michigan. The presentation will also discuss changes to the ACA implemented by the President and Congress in 2025 and consider their implications for patients, healthcare providers, and the U.S. healthcare system.",$15 Member | $25 Non-Member. In-person and streamed live on Zoom.,"Dr. Ayanian is the inaugural Director of the U-M Institute for Healthcare Policy and Innovation which includes 760 faculty across the University. His research focuses on access to care and quality of care, and he led a U-M team evaluating the Medicaid expansion in Michigan. He earned his AB degree from Duke University and MD and MPP degrees from Harvard University and completed his internal medicine residency at Brigham and Women’s Hospital."
Fall 2025,thursday-series,Thursday Lecture Series: Does the United States Have a Health Care System?,2025-11-20,10:00 - 11:30 am,Improving Health and Healthcare in Michigan through Collaboration,Dr. Michael Englesbe,Abdominal transplant surgeon; leads the Blue Cross and Blue Shield of Michigan funded statewide quality Collaboratives,University of Michigan,This presentation will be about the unique partnership between Blue Cross and Blue Shield of Michigan and the physicians across the state. Dr. Englesbe will talk about how a community of collaboration and trust among physicians within Michigan has led to remarkable improvements and healthcare quality and value.,$15 Member | $25 Non-Member. In-person and streamed live on Zoom.,"Dr. Englesbe performs abdominal transplant surgery on children and adults. He leads the Blue Cross and Blue Shield of Michigan funded statewide quality Collaboratives. He has been at the University of Michigan since 1997. He proudly has two daughters who are undergraduates at Michigan, and a younger son who aspires to be."
Fall 2025,special,Conversations,2025-09-30,10:00 - 11:30 am,The Future of Education: What will Pre-k through 12 learning look like in 2050?,"Elizabeth Birr Moje, Ph.D.","Dean, Marsal Family School of Education; George Herbert Mead Collegiate Professor and Arthur F. Thurnau Professor",University of Michigan,"In 2050, what will classrooms look like? How will students learn, and teachers teach? Join us for a captivating interview with the esteemed Dean of the University of Michigan's Marsal Family School of Education as we explore the radical transformations awaiting curriculum design, instruction, and learning environments. Discover how learning sciences, technologies, and engaged communities will reshape education. Don't miss this essential glimpse into the future of pre-K-12 education.",$15 Member | $25 Non-Member. In-person only.,"Dean Elizabeth Birr Moje, a leading voice in education, and the George Herbert Mead Collegiate Professor and Arthur F. Thurnau Professor at the University of Michigan’s Marsal Family School of Education. She was recognized by Crain’s Detroit as a Notable Leader in Higher Education in 2023. With 5 books and numerous journal articles, she studies literacy and learning. Dean Moje champions innovative programs like the Marygrove Learning Community: Detroit P-20 Partnership, a cradle-to-career public education system in northwest Detroit."
Fall 2025,special,Conversations,2025-10-21,10:00 - 11:30 am,"The Thucydides Trap: How 2,500-Year-Old Greek Wisdom Could Save America and China from War","James Morrow, Ph.D.",Distinguished political scientist; member of the American Academy of Arts and Sciences; former president of the Peace Science Society,,"In this riveting interview, we will delve into history's deadliest pattern - The Thucydides Trap. Beginning with Athens and Sparta, hear how 12 of 16 historical superpower transitions erupted in devastating conflict. We'll ask renowned political scientist James Morrow whether humanity stands at the edge of a catastrophe. As China's meteoric rise challenges American hegemony, ancient patterns documented by Thucydides 2,500 years ago suggest a collision course towards conflict. Can diplomatic maneuvers and economic interdependence overcome the gravitational pull of great power competition, or have we already crossed the threshold where historical forces make confrontation inevitable. The stakes couldn't be higher - peace in our time or tragedy of another unnecessary war.",$15 Member | $25 Non-Member. In-person only. Bio does not state his current institution.,"Distinguished political scientist, James Morrow, Ph.D. brings exceptional credentials to this exploration of the Thucydides Trap. A member of the American Academy of Arts and Sciences and Karl Deutsch award recipient, Morrow has authored three influential books and over 60 scholarly publications on power transitions, crisis bargaining and war causation. Having served as president of the Peace Science Society and on the National Science Foundation Advisory Panel, his pioneering application of game theory to international relations provides viewers with authoritative insights into whether US-China competition is destined for catastrophic conflict."
Fall 2025,special,Conversations,2025-11-18,10:00 - 11:30 am,From Hubble to Webb and Beyond: How 40 Years of Cosmic Exploration Are Bringing Fermi's Paradox to a Crucial Test,Michael R. Meyer Ph.D.,"Astronomer; formerly Chair of Star and Planet Formation at ETH Zürich (2009-2016) and Professor/Astronomer, University of Arizona (2000-2009)",,"Fermi's Paradox stands as a cornerstone inquiry in astrobiology and cosmology, encapsulating a profound mystery given the following premises: the universe is staggeringly vast, containing billions of galaxies; there are trillions of planets that could potentially support life; the universe is approximately 13.8 billion years old; life emerged relatively swiftly on Earth; and many stars in the galaxy are significantly older than our Sun. Why, then, have we not detected any signs of extraterrestrial intelligence? This paradox, first articulated by physicist Enrico Fermi in 1950, highlights the contradiction between the high probability of extraterrestrial civilizations and the complete lack of evidence for their existence. Despite the vast number of potentially habitable planets and the age of the universe, we have yet to observe any definitive signs of alien life. This absence of evidence raises fundamental questions about the nature of life in the cosmos and our place within it.",$15 Member | $25 Non-Member. In-person only. Bio lists only past positions; current institution not stated.,"Michael R. Meyer (born 1967, A.B. Physics, Washington University in St. Louis, M.S. in Physics, University of Missouri, PhD in Astronomy, University of Massachusetts) was Chair of Star and Planet Formation at the ETH in Zürich (2009-2016) and was formerly a Professor/Astronomer at the Department of Astronomy/Steward Observatory of the University of Arizona (2000-2009). He was a Hubble Fellow at the University of Arizona (1997-2000) and did a post-doc at the Max-Planck-Institute for Astronomy (1995-1997). He has more than 25 years of international scientific research experience, in the fields of galactic and infrared astronomy, as well as the formation, evolution, and characterization of planetary systems (and associated implications on the prospects for life in the Universe)."
Winter 2026,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2026-02-10,10:00 - 11:30 am,LAWLESS – A Critical Analysis of the U.S. Supreme Court,Prof. Leah Litman,Professor of Law,University of Michigan,"Prof. Litman will explain how the current Supreme Court is not ruling based on law, but instead based on vibes—the feelings of the justices and the political zeitgeist of the Republican Party. Among the worst of the bad vibes are the notion of conservative grievance and a commitment to minority rule. She will argue that the Court’s recent decisions reveal these influences, and how several cases the Court is currently hearing do as well.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Leah H. Litman, JD is a Professor of Law at University of Michigan, co-host and co-creator of the podcast “Strict Scrutiny,” about the Supreme Court, and author of the New York Times bestseller LAWLESS: How the Supreme Court Runs on Conservative Grievance, Fringe Theories, and Bad Vibes. She has received several awards for both teaching and research and scholarship."
Winter 2026,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2026-03-10,10:00 - 11:30 am,Did State-Socialism Really Fail?,"Brian Porter-Szűcs, Ph.D.",Arthur F. Thurnau Professor of History,University of Michigan,"Though it’s become a truism that the economic system of the USSR and its allies failed, the actual record is more nuanced. State socialism did not bring the grand achievements that its founders had hoped for, but neither did it leave these countries worse off than they were beforehand. In fact, most Soviet countries did better overall under socialism than under capitalism. Once we recognize this, we face a puzzle: Why did so many economists within the Soviet Bloc come to believe that they were working within a catastrophically dysfunctional economic system? And why, when presented with a crisis in the late 1980s, were they so quick to embrace capitalism?",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Brian Porter-Szűcs, Ph.D. is Arthur F. Thurnau Professor of History at the University of Michigan-Ann Arbor, and the History Department’s Director of Undergraduate Studies. He teaches classes on the history of the economy, the intellectual history of capitalism and socialism, the history of Roman Catholicism, and the history of Poland. Prof. Porter-Szucs has won many awards, including a Michigan Humanities Award, the John Dewey Award for Outstanding Teaching from UM’s College of Literature, Science, and the Arts, and an Excellence in Education Award from L.S.& A. He’s authored numerous journal articles and books, including Commodified Communism: Socialist Values and Capitalist Prices in the Polish People’s Republic, and Faith and Fatherland: Catholicism, Modernity, and Poland, both published by Oxford University Press."
Winter 2026,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2026-04-14,10:00 - 11:30 am,What Does the Success of New Obesity Medications Tell Us about How Our Body Weight is Regulated?,"Dr. Randy Seeley, Ph.D.",Henry K. Ransom Endowed Professor of Surgery,University of Michigan School of Medicine,GLP-1 receptor agonists like semaglutide and tirzepatide have revolutionized how we treat individuals with obesity. Should it also change how we think about body weight and how it is regulated? Dr. Seeley will discuss body weight regulation and how these drugs work to help individuals lose weight.,$15 Member | $25 Non-Member. In-person and streamed live through Zoom. NOTE: the catalog's printed speaker line reads 'Prof. Ronald Suny' — an apparent misprint; the description and printed biography both identify Dr. Randy Seeley as the lecturer.,"Dr. Randy Seeley, Ph.D. is the Henry K. Ransom Endowed Professor of Surgery at the University of Michigan School of Medicine. He also serves as the director of the NIH-funded Michigan Nutrition Obesity Research Center (MNORC). His scientific work has focused on the gut-brain axis and its role in regulating energy balance and metabolism, emphasizing new treatment strategies for obesity and diabetes. Dr. Seeley has published over 400 peer-reviewed articles, and he has received numerous awards including the 2009 Outstanding Scientific Achievement Award from the American Diabetes Association."
Winter 2026,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2026-05-12,10:00 - 11:30 am,Digital Privacy in the Age of AI: Risks and Protections,Prof. Florian Schaub,Associate Professor of Information and of Electrical Engineering and Computer Science,University of Michigan,"Advances in Artificial Intelligence have led to innovations from AI chat-bots to smarter phones, cars, and homes. But with these developments also come new risks to your privacy: Is data about you used to assist or manipulate you? What if your private data is part of a data breach? How is AI used by cybercriminals to scam consumers? This talk will answer these questions, as well as discuss research advances that can lead to better privacy protections and policy, and what you can do now to protect yourself.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Dr. Florian Schaub is Associate Professor of Information and of Electrical Engineering and Computer Science at the University of Michigan. His interdisciplinary research combines privacy, human-computer interaction, emerging technologies, and public policy. Dr. Schaub holds a PhD in Computer Science from the University of Ulm and was a postdoctoral fellow in Carnegie Mellon University’s School of Computer Science. His research has been honored with best paper awards at leading cybersecurity and human-computer interaction conferences. Dr. Schaub is an ACM Distinguished Member. His research has directly impacted industry practice and public policy."
Winter 2026,thursday-series,"Thursday Lecture Series: Biomedical Research and Technology: Creation, Development and Applications",2026-01-29,10:00 - 11:30 am,Cyborgs: The Future is Now,Dr. Paul Cederna,Robert Oneal Professor of Plastic Surgery; Professor of Biomedical Engineering,"Michigan Medicine, Department of Plastic Surgery","It has been 40 years since Luke Skywalker received a prosthetic hand controlled by his peripheral nerves. Unfortunately, this peripheral nerve interface has not been achieved yet. Our UM research group has developed the regenerative peripheral nerve interface (RPNI), which amplifies the peripheral nerve signals and makes it possible to control an arm or leg naturally. In addition, the RPNI’s can be used as a peripheral nerve interface strategy to provide sensory feedback. In this presentation, Dr. Cederna will discuss the future of this exciting and innovative technology.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Paul S. Cederna, M.D., is the Robert Oneal Professor of Plastic Surgery and Professor in the Department of Biomedical Engineering at the University of Michigan. Academically, Dr. Cederna has authored over 425 manuscripts, published 31 chapters, and presented his work over 900 times at national and international meetings. He has been a Visiting Professor at National and International Universities over 70 times. He has won over 80 national and international research awards. Dr. Cederna has been the Chairman of the American Board of Plastic Surgery, Chairman of the Plastic Surgery Research Council, President of the American Society for Peripheral Nerve, and President for the Plastic Surgery Foundation. He is currently President of the American Association of Plastic Surgeons."
Winter 2026,thursday-series,"Thursday Lecture Series: Biomedical Research and Technology: Creation, Development and Applications",2026-02-05,10:00 - 11:30 am,Advances in Cancer Immunotherapy: How Can we Reprogram our Own Immune System to Fight Cancer,Prof. Maria Castro,Professor of Neurosurgery and Cell and Developmental Biology,Michigan Medicine Neuroscience Institute,"Recent findings from the Castro-Lowenstein Team at the University of Michigan Medical School and the ongoing results of their clinical trial, which was recently completed at the University of Michigan, highlight the importance of harnessing the patient’s own immune system to elicit effective anti-cancer therapies. Recent exciting data related to immunotherapies and their use in treating incurable cancers will also be shared. Maria and Pedro have devoted more than two decades to pursuing the immune-mediated genetic treatment of cancer – medicine’s “ultimate frontier.” This gene-therapy strategy enables the human body to fight malignant brain cancer (and potentially other solid cancers) by employing genetically engineered viruses (vectors) to kill the tumor cells and elicit an anti-tumor immune response. Maria will also discuss the Phase I clinical trial at the University of Michigan and exciting developments that have revolutionized the treatment for lung cancer and melanoma.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Prof. Castro completed her PhD from the National University of La Plata, Argentina. And her post-doctoral training from the National Institutes of Health, Bethesda, MD. She is currently Professor of Neurosurgery and Cell and Developmental Biology, University of Michigan Medical School. Her program is developing immunotherapies that block brain tumor growth and recurrence, which led to an exciting Phase 1 trial (NCT01811992) for malignant gliomas, completed in 2023. A second trial for pediatric and young adult patients with recurrent brain tumors (UMCC 2024.064) has been approved by the FDA and will begin in 2025."
Winter 2026,thursday-series,"Thursday Lecture Series: Biomedical Research and Technology: Creation, Development and Applications",2026-02-12,10:00 - 11:30 am,Groundbreaking Advancements in the Robert H. Bartlett Extracorporeal Life Support Laboratory,Prof. Joseph Potkay,Research Associate Professor in Surgery,University of Michigan / VA Ann Arbor Healthcare System,"Dr. Potkay’s presentation will cover groundbreaking advancements developed in or in collaboration with the Robert H. Bartlett Extracorporeal Life Support Laboratory. These advancements include the long-term support of living hearts outside the body, the development of an artificial placenta to support extremely premature infants, biomaterial development toward enabling life support without anticoagulation, and pioneering work in microfluidic artificial lungs and smart artificial lung systems.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Since receiving his PhD in electrical engineering from the University of Michigan under microsystems pioneer Ken Wise in 2006, Dr. Potkay has dedicated his career to harnessing the latest advancements in electronic circuits, microsystems, and microfluidics to advance medicine, with a strong focus on rehabilitation from lung disease. Dr. Potkay is currently a Research Associate Professor in Surgery at the University of Michigan and a Research Biomedical Engineer at the VA Ann Arbor Healthcare System. He is Head of Biomedical Engineering for the Robert H. Bartlett Extracorporeal Life Support Laboratory at the University of Michigan. His artificial lung research has been continually funded through VA and NIH awards since 2007 and has received international attention and news coverage, including at the highest levels of the U.S. Department of Veterans Affairs."
